"sim","x","y","t"
"beta1",454986.374652648,4622417.36396491,2022-08-08 14:00:00
"beta1",454370.733487048,4621387.62779556,2022-08-08 15:00:00
"beta1",453917.627621375,4621018.57238713,2022-08-08 16:00:00
"beta1",453787.394316395,4620547.43725541,2022-08-08 17:00:00
"beta1",453590.516390225,4621406.58655745,2022-08-08 18:00:00
"beta1",454227.008533589,4621418.83658205,2022-08-08 19:00:00
"beta1",454012.785671291,4621926.28837251,2022-08-08 20:00:00
"beta1",453895.644786423,4621268.19680392,2022-08-08 21:00:00
"beta1",453276.14537192,4621130.21273681,2022-08-08 22:00:00
"beta1",453915.178434174,4621192.21880847,2022-08-08 23:00:00
"beta1",453542.947934649,4621304.67200364,2022-08-09 00:00:00
"beta1",453862.598905696,4620972.07197143,2022-08-09 01:00:00
"beta1",453480.779077669,4621595.80619058,2022-08-09 02:00:00
"beta1",453656.379981713,4620779.05606447,2022-08-09 03:00:00
"beta1",453222.25099898,4621069.30749217,2022-08-09 04:00:00
"beta1",453688.930240457,4620744.59297247,2022-08-09 05:00:00
"beta1",453154.997106994,4620711.98037989,2022-08-09 06:00:00
"beta1",453135.112800665,4619765.76447243,2022-08-09 07:00:00
"beta1",452471.453028884,4621121.17782735,2022-08-09 08:00:00
"beta1",452468.424971369,4620967.28007225,2022-08-09 09:00:00
"beta1",452530.521305725,4621380.95219553,2022-08-09 10:00:00
"beta1",452969.797277606,4621370.95258997,2022-08-09 11:00:00
"beta1",453722.74776471,4622019.17513887,2022-08-09 12:00:00
"beta1",453530.919252457,4622431.26063882,2022-08-09 13:00:00
"beta1",453919.480187261,4622319.94183265,2022-08-09 14:00:00
"beta1",453492.202837775,4623303.33672711,2022-08-09 15:00:00
"beta1",453804.641286808,4623222.76560387,2022-08-09 16:00:00
"beta1",453531.650049031,4623522.31961402,2022-08-09 17:00:00
"beta1",453074.835585906,4623260.92609898,2022-08-09 18:00:00
"beta1",452176.283830498,4623271.71432448,2022-08-09 19:00:00
"beta1",451055.496792553,4624088.24670239,2022-08-09 20:00:00
"beta1",452123.579440591,4622878.02019127,2022-08-09 21:00:00
"beta1",451955.406568048,4623377.09303599,2022-08-09 22:00:00
"beta1",452372.277997129,4624209.7862976,2022-08-09 23:00:00
"beta1",451755.42534343,4623880.65555449,2022-08-10 00:00:00
"beta1",450935.023986392,4623914.59801733,2022-08-10 01:00:00
"beta1",451726.063052362,4623727.95660696,2022-08-10 02:00:00
"beta1",451154.236116522,4624786.69975149,2022-08-10 03:00:00
"beta1",450527.041940042,4624899.7420962,2022-08-10 04:00:00
"beta1",450143.472219773,4625907.92599917,2022-08-10 05:00:00
"beta1",450449.776255593,4625030.81076787,2022-08-10 06:00:00
"beta1",451047.010861104,4624645.42895651,2022-08-10 07:00:00
"beta1",451460.071433368,4625396.87588921,2022-08-10 08:00:00
"beta1",452500.523019879,4624898.00013182,2022-08-10 09:00:00
"beta1",452377.229622408,4626005.15494006,2022-08-10 10:00:00
"beta1",453116.927185466,4625522.59566248,2022-08-10 11:00:00
"beta1",452890.798089636,4626396.68987933,2022-08-10 12:00:00
"beta1",453353.742484652,4626518.47296635,2022-08-10 13:00:00
"beta1",453298.02365652,4625616.43419482,2022-08-10 14:00:00
"beta1",453275.546150448,4624864.63482524,2022-08-10 15:00:00
"beta1",453097.724906305,4625379.49483626,2022-08-10 16:00:00
"beta1",451623.283583306,4625139.60323529,2022-08-10 17:00:00
"beta1",452113.21563609,4625223.52913253,2022-08-10 18:00:00
"beta1",452341.506380481,4626042.87212866,2022-08-10 19:00:00
"beta1",452798.777349621,4626049.34022483,2022-08-10 20:00:00
"beta1",453327.366228256,4626916.40928707,2022-08-10 21:00:00
"beta1",453384.037194286,4627634.88762596,2022-08-10 22:00:00
"beta1",453053.537778609,4628545.44018274,2022-08-10 23:00:00
"beta1",453157.293223734,4627637.62177207,2022-08-11 00:00:00
"beta1",452984.09438035,4627145.90686452,2022-08-11 01:00:00
"beta1",453464.388061242,4627408.41564577,2022-08-11 02:00:00
"beta1",452323.894206506,4628533.50372722,2022-08-11 03:00:00
"beta1",452328.566624728,4629120.47127896,2022-08-11 04:00:00
"beta1",451622.537429973,4628696.5073643,2022-08-11 05:00:00
"beta1",451497.053098926,4628019.94185096,2022-08-11 06:00:00
"beta1",451251.82230711,4627741.40929365,2022-08-11 07:00:00
"beta1",452652.643935557,4627088.44790443,2022-08-11 08:00:00
"beta1",452975.527633874,4627945.41046365,2022-08-11 09:00:00
"beta1",453303.510136252,4627841.54639447,2022-08-11 10:00:00
"beta1",452909.338059082,4627764.24294371,2022-08-11 11:00:00
"beta1",453490.331182423,4628006.86377054,2022-08-11 12:00:00
"beta1",452670.155569166,4628520.31605936,2022-08-11 13:00:00
"beta1",452807.617156353,4627937.90340798,2022-08-11 14:00:00
"beta1",452447.591742729,4628871.24327238,2022-08-11 15:00:00
"beta1",452506.947312718,4628232.23869849,2022-08-11 16:00:00
"beta1",452691.577528712,4628138.0445086,2022-08-11 17:00:00
"beta1",452471.078492695,4628890.17390212,2022-08-11 18:00:00
"beta1",452255.465529557,4629277.63595713,2022-08-11 19:00:00
"beta1",452543.639126276,4629207.592811,2022-08-11 20:00:00
"beta1",452569.982886262,4629472.39738658,2022-08-11 21:00:00
"beta1",452620.613779603,4628595.57237821,2022-08-11 22:00:00
"beta1",452100.889485173,4628368.41913221,2022-08-11 23:00:00
"beta1",452753.818753925,4629218.25601931,2022-08-12 00:00:00
"beta1",452503.620843013,4629348.2654502,2022-08-12 01:00:00
"beta1",452319.13230211,4628678.90667988,2022-08-12 02:00:00
"beta1",452051.967664041,4628031.9888183,2022-08-12 03:00:00
"beta1",451729.555886553,4627239.77711989,2022-08-12 04:00:00
"beta1",451158.210354535,4625479.74569315,2022-08-12 05:00:00
"beta1",450371.959905277,4625786.3041085,2022-08-12 06:00:00
"beta1",450574.597623789,4625023.60953145,2022-08-12 07:00:00
"beta1",451531.453409329,4624472.75871123,2022-08-12 08:00:00
"beta1",451383.446356151,4625208.27905218,2022-08-12 09:00:00
"beta1",451477.146917811,4624771.12054998,2022-08-12 10:00:00
"beta1",450818.434485319,4624724.63166658,2022-08-12 11:00:00
"beta1",450799.899448143,4624461.27062253,2022-08-12 12:00:00
"beta1",450245.786748767,4624519.66375782,2022-08-12 13:00:00
"beta1",451289.730342063,4623812.86713492,2022-08-12 14:00:00
"beta1",451524.64946722,4623417.76647753,2022-08-12 15:00:00
"beta1",451519.543188432,4624077.65763893,2022-08-12 16:00:00
"beta1",451921.745729232,4624626.9442199,2022-08-12 17:00:00
"beta1",452576.57684445,4624853.1020262,2022-08-12 18:00:00
"beta1",452411.915491428,4625586.70051428,2022-08-12 19:00:00
"beta1",453494.668283436,4625197.65338201,2022-08-12 20:00:00
"beta1",453278.841715982,4624630.18878538,2022-08-12 21:00:00
"beta1",452884.737072216,4624386.33179794,2022-08-12 22:00:00
"beta1",452591.797020293,4624394.55356492,2022-08-12 23:00:00
"beta1",451983.172848949,4623888.61623833,2022-08-13 00:00:00
"beta1",451491.861616405,4623030.46432606,2022-08-13 01:00:00
"beta1",450919.296912591,4623533.00783419,2022-08-13 02:00:00
"beta1",451010.224892192,4622475.83664676,2022-08-13 03:00:00
"beta1",450012.360241046,4622139.12328005,2022-08-13 04:00:00
"beta1",449570.05777537,4621723.24149924,2022-08-13 05:00:00
"beta1",449481.294541857,4621172.37817016,2022-08-13 06:00:00
"beta1",449434.746780276,4620472.63499972,2022-08-13 07:00:00
"beta1",448705.508935325,4620443.05975831,2022-08-13 08:00:00
"beta1",448303.377818612,4619889.14465029,2022-08-13 09:00:00
"beta1",448561.499347635,4619457.67478257,2022-08-13 10:00:00
"beta1",448989.264669091,4619483.80217756,2022-08-13 11:00:00
"beta1",449139.476756758,4620167.19281783,2022-08-13 12:00:00
"beta1",450055.090050562,4620545.93551659,2022-08-13 13:00:00
"beta1",450572.60635553,4619600.92720545,2022-08-13 14:00:00
"beta1",451273.852580906,4619726.36405379,2022-08-13 15:00:00
"beta1",451463.272030567,4620073.50837811,2022-08-13 16:00:00
"beta1",451609.009697539,4620415.86680861,2022-08-13 17:00:00
"beta1",451859.556254489,4620188.81787573,2022-08-13 18:00:00
"beta1",452349.725005144,4620999.66357418,2022-08-13 19:00:00
"beta1",452252.108314311,4620407.73306995,2022-08-13 20:00:00
"beta1",451783.120203547,4619731.05918414,2022-08-13 21:00:00
"beta1",451390.9007304,4620065.16333439,2022-08-13 22:00:00
"beta1",450908.671837099,4619961.40118695,2022-08-13 23:00:00
"beta1",451296.042482694,4619471.39644644,2022-08-14 00:00:00
"beta1",450640.015784946,4619334.02557808,2022-08-14 01:00:00
"beta1",449898.47168976,4618658.52052974,2022-08-14 02:00:00
"beta1",448823.607859745,4618786.49794458,2022-08-14 03:00:00
"beta1",448254.358026465,4618843.54359666,2022-08-14 04:00:00
"beta1",447545.021666895,4618920.86537749,2022-08-14 05:00:00
"beta1",448862.293538501,4619233.96263941,2022-08-14 06:00:00
"beta1",448714.722452136,4619652.96318375,2022-08-14 07:00:00
"beta1",449141.13880776,4619661.36043713,2022-08-14 08:00:00
"beta1",448962.927904501,4619921.30440992,2022-08-14 09:00:00
"beta1",449188.779755415,4619074.27370514,2022-08-14 10:00:00
"beta1",449053.925405939,4619378.82133618,2022-08-14 11:00:00
"beta1",449746.221758905,4619638.82013592,2022-08-14 12:00:00
"beta1",448521.432864589,4619537.66053912,2022-08-14 13:00:00
"beta1",449768.886581382,4619420.91308464,2022-08-14 14:00:00
"beta1",449610.427105758,4620365.40338744,2022-08-14 15:00:00
"beta1",450653.004867948,4620965.15791509,2022-08-14 16:00:00
"beta1",449544.741824636,4621272.68159526,2022-08-14 17:00:00
"beta1",449800.225319217,4620931.57620997,2022-08-14 18:00:00
"beta1",449183.477272705,4621348.32162534,2022-08-14 19:00:00
"beta1",449625.54211569,4620977.09155277,2022-08-14 20:00:00
"beta1",449257.189148644,4621443.71751946,2022-08-14 21:00:00
"beta1",449038.139033107,4620707.40232747,2022-08-14 22:00:00
"beta1",448364.350181398,4619434.90407089,2022-08-14 23:00:00
"beta1",448638.996898472,4619905.91097629,2022-08-15 00:00:00
"beta1",449427.179248778,4621266.11416994,2022-08-15 01:00:00
"beta1",448849.11260176,4621456.81487111,2022-08-15 02:00:00
"beta1",449563.591432076,4621956.45322719,2022-08-15 03:00:00
"beta1",449746.688107276,4622788.90969412,2022-08-15 04:00:00
"beta1",450694.165009815,4623378.36274047,2022-08-15 05:00:00
"beta1",450531.856341996,4624131.45216977,2022-08-15 06:00:00
"beta1",450889.000097245,4623968.47091003,2022-08-15 07:00:00
"beta1",450281.223834386,4625239.67406318,2022-08-15 08:00:00
"beta1",451320.621756913,4624884.98994026,2022-08-15 09:00:00
"beta1",450469.010977916,4625651.37333387,2022-08-15 10:00:00
"beta1",450954.017855633,4624906.04161859,2022-08-15 11:00:00
"beta1",451239.365517723,4625193.57628609,2022-08-15 12:00:00
"beta1",451029.172542132,4625110.72285728,2022-08-15 13:00:00
"beta1",451262.701234812,4624785.4463823,2022-08-15 14:00:00
"beta1",450881.966977811,4625405.33202071,2022-08-15 15:00:00
"beta1",450820.279474574,4624268.34187482,2022-08-15 16:00:00
"beta1",450630.952787147,4623998.8948149,2022-08-15 17:00:00
"beta1",450188.950533824,4623637.83625619,2022-08-15 18:00:00
"beta1",450193.017167107,4624076.03116094,2022-08-15 19:00:00
"beta1",451007.674217394,4624395.25865418,2022-08-15 20:00:00
"beta1",451238.825472229,4625044.07046965,2022-08-15 21:00:00
"beta1",451601.196050104,4625177.1762501,2022-08-15 22:00:00
"beta1",452195.597787908,4625801.88888817,2022-08-15 23:00:00
"beta1",452121.058915287,4625972.97768961,2022-08-16 00:00:00
"beta1",452402.787662021,4625723.62609483,2022-08-16 01:00:00
"beta1",452499.954678887,4626758.08908125,2022-08-16 02:00:00
"beta1",453198.354082153,4626929.74843672,2022-08-16 03:00:00
"beta1",453555.873060041,4627553.48233507,2022-08-16 04:00:00
"beta1",453351.066347477,4627732.15734502,2022-08-16 05:00:00
"beta1",453763.890711638,4627374.10040973,2022-08-16 06:00:00
"beta1",453586.133951835,4627966.32236887,2022-08-16 07:00:00
"beta1",454335.359427985,4628430.81721189,2022-08-16 08:00:00
"beta1",453793.169808517,4629483.38235454,2022-08-16 09:00:00
"beta1",454060.304577797,4629160.61633685,2022-08-16 10:00:00
"beta1",453534.668657898,4629631.26248019,2022-08-16 11:00:00
"beta1",453173.929585453,4628411.61405559,2022-08-16 12:00:00
"beta1",454878.948588133,4628422.8450727,2022-08-16 13:00:00
"beta1",455040.693961557,4628898.81573711,2022-08-16 14:00:00
"beta1",453983.317398033,4628581.54212869,2022-08-16 15:00:00
"beta1",454255.140562175,4628359.38992228,2022-08-16 16:00:00
"beta1",454707.273984122,4629294.21864544,2022-08-16 17:00:00
"beta1",455142.498902302,4629039.7347408,2022-08-16 18:00:00
"beta1",455875.889732467,4628694.46452935,2022-08-16 19:00:00
"beta1",455323.950922124,4629269.12190772,2022-08-16 20:00:00
"beta1",454987.869076482,4629881.21772584,2022-08-16 21:00:00
"beta1",455365.306619562,4629197.90259893,2022-08-16 22:00:00
"beta1",454738.844993234,4629313.58598682,2022-08-16 23:00:00
"beta1",454124.510096042,4629175.64059826,2022-08-17 00:00:00
"beta1",454660.528428286,4627520.39183135,2022-08-17 01:00:00
"beta1",453371.149439658,4627996.71403921,2022-08-17 02:00:00
"beta1",453344.906653735,4627045.14034617,2022-08-17 03:00:00
"beta1",453070.022134867,4627720.87011334,2022-08-17 04:00:00
"beta1",452777.387618617,4628244.85831399,2022-08-17 05:00:00
"beta1",453658.188605751,4628701.01611049,2022-08-17 06:00:00
"beta1",453625.683296075,4629061.28134804,2022-08-17 07:00:00
"beta1",453632.419226484,4628477.2098614,2022-08-17 08:00:00
"beta1",453340.877841805,4628801.86665695,2022-08-17 09:00:00
"beta1",453343.975361755,4627596.12707304,2022-08-17 10:00:00
"beta1",452129.702747226,4628116.90125377,2022-08-17 11:00:00
"beta1",451919.382935433,4628542.22177109,2022-08-17 12:00:00
"beta1",452173.616925259,4628885.9844555,2022-08-17 13:00:00
"beta1",452262.297561782,4628881.97899334,2022-08-17 14:00:00
"beta1",451759.501424192,4628829.87556738,2022-08-17 15:00:00
"beta1",451506.602929677,4627969.62025438,2022-08-17 16:00:00
"beta1",451192.028665634,4627507.02574576,2022-08-17 17:00:00
"beta1",451152.135831569,4627523.71069139,2022-08-17 18:00:00
"beta1",452164.194937723,4627690.65168624,2022-08-17 19:00:00
"beta1",451864.339458395,4628114.5628344,2022-08-17 20:00:00
"beta1",451074.288752316,4626593.14914848,2022-08-17 21:00:00
"beta1",449686.725261489,4626868.81451782,2022-08-17 22:00:00
"beta1",448774.461342134,4627210.39057765,2022-08-17 23:00:00
"beta1",449797.85576484,4627648.35938164,2022-08-18 00:00:00
"beta1",449714.46054138,4628720.98642887,2022-08-18 01:00:00
"beta1",450736.182276757,4629253.00740348,2022-08-18 02:00:00
"beta1",450050.545907763,4629225.75700031,2022-08-18 03:00:00
"beta1",449827.435251377,4629051.21794337,2022-08-18 04:00:00
"beta1",449880.886326265,4628735.52812613,2022-08-18 05:00:00
"beta1",449151.140779013,4629000.71640339,2022-08-18 06:00:00
"beta1",449393.478388593,4628664.71778446,2022-08-18 07:00:00
"beta1",449040.766942998,4628676.51285862,2022-08-18 08:00:00
"beta1",449565.024494367,4628549.0578562,2022-08-18 09:00:00
"beta1",449330.582240188,4628003.92410443,2022-08-18 10:00:00
"beta1",449753.005096985,4628219.91331456,2022-08-18 11:00:00
"beta1",449571.401736881,4627747.996933,2022-08-18 12:00:00
"beta1",449307.286983239,4627725.64655753,2022-08-18 13:00:00
"beta1",451010.997305846,4626300.97784988,2022-08-18 14:00:00
"beta1",451158.953215536,4626699.0596882,2022-08-18 15:00:00
"beta1",450884.735892419,4626940.88331232,2022-08-18 16:00:00
"beta1",451596.099619248,4627607.00584714,2022-08-18 17:00:00
"beta1",452168.607737821,4628127.52823309,2022-08-18 18:00:00
"beta1",451877.503143504,4628862.16611508,2022-08-18 19:00:00
"beta1",452426.415842884,4628623.27633084,2022-08-18 20:00:00
"beta1",452759.382169267,4629040.89414174,2022-08-18 21:00:00
"beta1",452995.408713576,4628371.15890081,2022-08-18 22:00:00
"beta1",452137.540422915,4629543.35818135,2022-08-18 23:00:00
"beta1",452507.579335377,4629358.50610449,2022-08-19 00:00:00
"beta1",451823.552793226,4629781.27154217,2022-08-19 01:00:00
"beta1",451739.972936157,4629215.95852964,2022-08-19 02:00:00
"beta1",450844.830127495,4629695.51085217,2022-08-19 03:00:00
"beta1",450951.756273515,4628296.36840467,2022-08-19 04:00:00
"beta1",450684.617690613,4627758.74123783,2022-08-19 05:00:00
"beta1",450053.191390874,4626930.65949677,2022-08-19 06:00:00
"beta1",449714.575404509,4626907.09526323,2022-08-19 07:00:00
"beta1",449315.175434706,4627161.12129501,2022-08-19 08:00:00
"beta1",449749.334339059,4626308.47285719,2022-08-19 09:00:00
"beta1",449549.260655887,4626756.43102624,2022-08-19 10:00:00
"beta1",449551.59614202,4627414.67753973,2022-08-19 11:00:00
"beta1",449691.427207648,4628648.52692473,2022-08-19 12:00:00
"beta1",449918.956737384,4628054.20009247,2022-08-19 13:00:00
"beta1",448927.649267863,4628028.95526599,2022-08-19 14:00:00
"beta1",449112.976231692,4627377.35720962,2022-08-19 15:00:00
"beta1",448186.966709879,4627901.90071972,2022-08-19 16:00:00
"beta1",447463.490538917,4628020.63139512,2022-08-19 17:00:00
"beta1",448774.366308115,4627353.60260241,2022-08-19 18:00:00
"beta1",449797.391205281,4627363.23887542,2022-08-19 19:00:00
"beta1",449593.370150332,4627327.5906583,2022-08-19 20:00:00
"beta1",450388.87836804,4627630.57237538,2022-08-19 21:00:00
"beta1",449814.861709012,4627731.70272317,2022-08-19 22:00:00
"beta1",449477.399923061,4627157.71194973,2022-08-19 23:00:00
"beta1",449857.142685221,4626342.35122452,2022-08-20 00:00:00
"beta1",449386.940594513,4626282.04130264,2022-08-20 01:00:00
"beta1",449990.65711844,4626618.37420052,2022-08-20 02:00:00
"beta1",450484.666946639,4626594.37578738,2022-08-20 03:00:00
"beta1",451530.836277818,4627861.37509401,2022-08-20 04:00:00
"beta1",451600.919924693,4628018.26551332,2022-08-20 05:00:00
"beta1",451165.946581164,4628324.25654851,2022-08-20 06:00:00
"beta1",451533.177810108,4628455.97922287,2022-08-20 07:00:00
"beta1",451984.189454812,4628443.61103227,2022-08-20 08:00:00
"beta1",452384.928440543,4628497.38373474,2022-08-20 09:00:00
"beta1",452427.441514998,4628897.4591963,2022-08-20 10:00:00
"beta1",451624.754660643,4629420.44097527,2022-08-20 11:00:00
"beta1",451099.195696071,4628079.81918105,2022-08-20 12:00:00
"beta1",449908.695432242,4628594.39467398,2022-08-20 13:00:00
"beta1",450488.283393838,4627858.30209551,2022-08-20 14:00:00
"beta1",451502.855700922,4627663.36787687,2022-08-20 15:00:00
"beta1",450992.384667059,4628287.93586251,2022-08-20 16:00:00
"beta1",450973.170752587,4627661.81694543,2022-08-20 17:00:00
"beta1",450803.854361191,4628059.45921961,2022-08-20 18:00:00
"beta1",450436.34709719,4627600.27041535,2022-08-20 19:00:00
"beta1",450803.048367499,4627680.79680374,2022-08-20 20:00:00
"beta1",450372.570397538,4628244.4650896,2022-08-20 21:00:00
"beta1",449815.036380664,4628422.53130303,2022-08-20 22:00:00
"beta1",449378.200035558,4629065.78608206,2022-08-20 23:00:00
"beta1",450016.993001075,4628690.07304969,2022-08-21 00:00:00
"beta1",450377.279431632,4628577.53168052,2022-08-21 01:00:00
"beta1",450271.340194688,4629643.18545528,2022-08-21 02:00:00
"beta1",450391.073100683,4629662.92723758,2022-08-21 03:00:00
"beta1",451171.596741569,4630370.10935475,2022-08-21 04:00:00
"beta1",451412.281451595,4632262.08985117,2022-08-21 05:00:00
"beta1",451159.650813195,4632227.53710126,2022-08-21 06:00:00
